sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);TEMPERATURE (F);RELATIVE HUMIDITY (%);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.3464;-0.9858;1.0391;9.6624;-1.0919;1.271;-0.3161;0.106;-0.2319;0.0298;-0.0405;0.0685;0.0;11.25;8.97;27.09;68.13;6.4;-82.5;3.1;998.76;80.8;21.0;68.514;39.953865;-82.97017;625.81;770.8399326021229;;96.3;32.258064;274.8;10 / 11;"$GPRMC,225320,A,3957.231964,N,08258.210205,W,52.0,274.8,150117,0.0,E,D*35::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225320,3957.231964,N,08258.210205,W,2,11,0.8,225.0,M,-31.0,M,,*75::$GPGSV,3,3,11,27,16,157,21,29,10,037,12,31,30,071,20*43::$GPVTG,274.8,T,274.8,M,52.0,N,96.3,K,D*2D::$GLGSV,1,1,0,*79";22110007;2017-01-15 17:53:20:738
9.2177;-0.9876;0.9798;9.6775;-1.2885;0.9255;-0.4598;0.3008;0.0543;0.0325;-0.0328;0.0581;0.0;11.54;8.66;27.22;67.18;7.55;-84.54;3.1;998.76;80.8;21.0;68.698;39.95416;-82.973175;622.58;771.1220300434966;;95.4;32.258064;277.5;10 / 11;"$GPRMC,225330,A,3957.249681,N,08258.390595,W,51.5,277.5,150117,0.0,E,D*30::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.3,1.1,0.8*38::$GPGGA,225330,3957.249681,N,08258.390595,W,2,11,1.1,224.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,16,157,13,29,10,037,12,31,30,071,21*43::$GPVTG,277.5,T,277.5,M,51.5,N,95.4,K,D*2F::$GLGSV,1,1,0,*79";22120008;2017-01-15 17:53:30:739
9.4655;-1.5191;1.1438;9.6297;-1.5271;1.0523;-0.1642;0.0079;0.0915;0.0234;-0.0228;0.0896;0.0;8.96;3.32;29.47;80.13;8.96;-83.76;3.1;998.43;80.8;21.1;71.624;39.95448;-82.97629;635.48;771.1220300434966;;96.3;32.258064;278.8;10 / 11;"$GPRMC,225340,A,3957.268850,N,08258.577047,W,52.0,278.8,150117,0.0,E,D*37::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225340,3957.268850,N,08258.577047,W,2,11,0.8,228.0,M,-31.0,M,,*76::$GPGSV,3,1,11,03,33,234,23,04,00,000,26,09,14,312,20,14,20,132,22*75::$GPVTG,278.8,T,278.8,M,52.0,N,96.3,K,D*2D::$GLGSV,1,1,0,*79";22130010;2017-01-15 17:53:40:741
10.4597;-1.3779;0.7051;9.6972;-1.1298;0.9262;0.7625;-0.248;-0.2211;0.0423;-5.0E-4;0.078;0.0;11.09;6.18;26.81;73.77;6.62;-84.54;3.1;998.15;80.7;21.0;68.481;39.955105;-82.97929;638.71;771.1220300434966;;93.6;29.032257;289.5;10 / 11;"$GPRMC,225350,A,3957.306249,N,08258.757342,W,50.5,289.5,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225350,3957.306249,N,08258.757342,W,2,11,0.8,229.0,M,-31.0,M,,*7B::$GPGSV,3,3,11,27,17,157,28,29,10,037,20,31,30,071,24*4E::$GPVTG,289.5,T,289.5,M,50.5,N,93.6,K,D*2A::$GLGSV,1,1,0,*79";22140008;2017-01-15 17:53:50:739
8.2935;-1.6053;0.0754;9.7036;-1.3445;0.4494;-0.8924;0.7484;0.5754;0.0735;-0.0478;0.0654;0.0;41.77;6.46;52.09;78.48;7.95;-87.36;3.1;997.86;80.7;21.1;72.662;39.955578;-82.982185;645.16;786.5637945026637;;92.7;32.258064;275.1;10 / 10;"$GPRMC,225400,A,3957.334627,N,08258.931023,W,50.1,275.1,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225400,3957.334627,N,08258.931023,W,2,11,0.8,231.0,M,-31.0,M,,*77::$GPGSV,3,3,10,29,10,037,20,31,30,071,20*71::$GPVTG,275.1,T,275.1,M,50.1,N,92.7,K,D*2E::$GLGSV,1,1,0,*79";22150007;2017-01-15 17:54:00:738
9.909;-0.9074;0.8912;9.7265;-1.0215;0.7224;0.1825;0.1141;0.1689;0.0353;-0.0313;0.0465;0.0;13.08;15.23;28.5;58.56;5.98;-85.75;3.1;998.49;80.7;21.1;70.537;39.955143;-82.98519;651.61;786.5637945026637;;95.4;29.032257;251.2;10 / 10;"$GPRMC,225410,A,3957.308533,N,08259.111383,W,51.5,251.2,150117,0.0,E,D*33::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225410,3957.308533,N,08259.111383,W,2,11,0.8,233.0,M,-31.0,M,,*7F::$GPGSV,3,1,10,03,33,234,30,09,14,312,18,14,20,132,19,16,77,189,23*73::$GPVTG,251.2,T,251.2,M,51.5,N,95.4,K,D*2F::$GLGSV,1,1,0,*79";22160008;2017-01-15 17:54:10:739
10.0479;-0.9858;0.6692;9.6572;-1.0968;1.3064;0.3907;0.111;-0.6372;0.024;-0.0188;0.0648;0.0;14.67;12.75;30.18;63.1;6.42;-82.27;3.1;999.39;80.5;21.0;72.819;39.95437;-82.988144;629.03;770.414308585728;;97.2;32.258064;255.4;10 / 10;"$GPRMC,225420,A,3957.261955,N,08259.288632,W,52.5,255.4,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225420,3957.261955,N,08259.288632,W,2,11,0.8,226.0,M,-31.0,M,,*76::$GPGSV,3,1,10,03,33,234,28,09,14,312,23,14,20,132,26,16,77,189,17*79::$GPVTG,255.4,T,255.4,M,52.5,N,97.2,K,D*28::$GLGSV,1,1,0,*79";22170007;2017-01-15 17:54:20:738
9.7552;-1.3342;0.5429;9.7441;-0.9378;0.5863;0.0111;-0.3963;-0.0434;0.0368;-0.0173;0.0612;0.0;13.48;12.65;31.31;63.8;5.46;-86.55;3.1;999.76;80.7;21.0;71.211;39.95399;-82.99127;625.81;770.414308585728;;96.3;32.258064;261.6;10 / 10;"$GPRMC,225430,A,3957.239539,N,08259.476469,W,52.0,261.6,150117,0.0,E,D*3E::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225430,3957.239539,N,08259.476469,W,2,11,0.8,225.0,M,-31.0,M,,*74::$GPGSV,3,3,10,29,10,037,21,31,30,071,26*76::$GPVTG,261.6,T,261.6,M,52.0,N,96.3,K,D*2D::$GLGSV,1,1,0,*79";22180008;2017-01-15 17:54:30:739
10.2472;-1.8729;0.9505;9.7114;-1.002;0.9248;0.5358;-0.8709;0.0257;0.0283;-0.0371;0.0847;0.0;6.47;10.69;26.02;65.0;5.86;-84.56;3.1;1000.02;80.7;21.1;70.079;39.95361;-82.99432;603.23;739.0715142467483;;90.0;29.032257;261.4;10 / 10;"$GPRMC,225440,A,3957.216613,N,08259.659435,W,48.6,261.4,150117,0.0,E,D*36::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225440,3957.216613,N,08259.659435,W,2,11,0.8,218.0,M,-31.0,M,,*7D::$GPGSV,3,3,10,29,10,037,21,31,30,071,26*76::$GPVTG,261.4,T,261.4,M,48.6,N,90.0,K,D*25::$GLGSV,1,1,0,*79";22190007;2017-01-15 17:54:40:738
10.1496;-1.8992;0.8679;9.6745;-1.3304;0.8967;0.4751;-0.5688;-0.0288;0.035;-0.0035;0.0712;0.0;13.92;13.04;27.26;61.28;7.73;-84.71;3.1;999.97;80.6;21.0;66.907;39.953255;-82.99724;603.23;739.0715142467483;;90.0;32.258064;261.5;10 / 10;"$GPRMC,225450,A,3957.195368,N,08259.834291,W,48.6,261.5,150117,0.0,E,D*3A::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225450,3957.195368,N,08259.834291,W,2,11,0.8,218.0,M,-31.0,M,,*70::$GPGSV,3,3,10,29,10,037,15,31,30,071,26*71::$GPVTG,261.5,T,261.5,M,48.6,N,90.0,K,D*25::$GLGSV,1,1,0,*79";22200007;2017-01-15 17:54:50:738
10.1299;-0.9714;1.7903;9.6018;-1.1821;1.6059;0.5281;0.2107;0.1843;-0.0047;-0.0069;0.0835;0.0;15.85;11.11;29.83;63.53;6.92;-80.5;3.1;1000.19;80.6;21.1;68.264;39.95309;-83.00021;606.45;736.8134338627385;;94.5;38.709675;271.9;10 / 10;"$GPRMC,225500,A,3957.185605,N,08300.012752,W,51.0,271.9,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,225500,3957.185605,N,08300.012752,W,2,11,0.9,219.0,M,-31.0,M,,*70::$GPGSV,3,1,10,03,32,234,24,09,15,312,16,14,20,132,27,16,77,189,19*7C::$GPVTG,271.9,T,271.9,M,51.0,N,94.5,K,D*2A::$GLGSV,1,1,0,*79";22210009;2017-01-15 17:55:00:740
9.988;-1.4976;0.231;9.6503;-1.697;0.4021;0.3377;0.1994;-0.171;0.0512;-0.038;0.0651;0.0;13.24;7.99;29.28;70.02;9.96;-87.61;3.1;999.81;80.5;21.0;69.887;39.953506;-83.00318;606.45;736.8134338627385;;97.2;35.48387;276.2;10 / 10;"$GPRMC,225510,A,3957.210559,N,08300.190921,W,52.5,276.2,150117,0.0,E,D*36::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,225510,3957.210559,N,08300.190921,W,2,11,0.9,219.0,M,-31.0,M,,*75::$GPGSV,3,3,10,29,10,037,12,31,30,071,25*75::$GPVTG,276.2,T,276.2,M,52.5,N,97.2,K,D*28::$GLGSV,1,1,0,*79";22220007;2017-01-15 17:55:10:738
10.7218;-2.1338;0.4896;9.6454;-1.7428;0.3153;1.0764;-0.391;0.1743;0.0356;-0.0649;0.0554;0.0;13.68;11.23;27.1;63.08;10.24;-88.13;3.1;999.52;80.4;21.2;71.006;39.95348;-83.00645;622.58;734.766963715271;;101.7;35.48387;266.0;10 / 10;"$GPRMC,225520,A,3957.208669,N,08300.387080,W,54.9,266.0,150117,0.0,E,D*33::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225520,3957.208669,N,08300.387080,W,2,11,0.8,224.0,M,-31.0,M,,*76::$GPGSV,3,3,10,29,10,037,23,31,30,071,24*76::$GPVTG,266.0,T,266.0,M,54.9,N,101.7,K,D*19::$GLGSV,1,1,0,*79";22230012;2017-01-15 17:55:20:743
10.1287;-1.5323;0.7817;9.6809;-1.5154;0.3928;0.4478;-0.0169;0.389;0.0564;-0.0616;0.0673;0.0;15.15;17.38;28.91;55.78;8.89;-87.68;3.1;1000.23;80.3;21.2;71.168;39.952946;-83.010124;603.23;734.766963715271;;106.2;32.258064;255.3;10 / 10;"$GPRMC,225531,A,3957.176578,N,08300.607909,W,57.3,255.3,150117,0.0,E,D*35::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225531,3957.176578,N,08300.607909,W,2,11,0.8,218.0,M,-31.0,M,,*75::$GPGSV,3,3,10,29,10,037,17,31,30,071,18*7E::$GPVTG,255.3,T,255.3,M,57.3,N,106.2,K,D*12::$GLGSV,1,1,0,*79";22240007;2017-01-15 17:55:30:738
9.4272;-1.6179;0.5088;9.6098;-1.8246;0.7026;-0.1826;0.2067;-0.1939;0.039;-0.0457;0.0581;0.0;3.05;16.79;23.84;53.44;10.72;-85.82;3.1;999.79;80.6;21.0;71.729;39.952103;-83.01314;600.0;696.743342922567;;109.8;32.258064;249.9;10 / 10;"$GPRMC,225540,A,3957.126315,N,08300.788057,W,59.3,249.9,150117,0.0,E,D*36::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225540,3957.126315,N,08300.788057,W,2,11,0.8,217.0,M,-31.0,M,,*70::$GPGSV,3,3,10,29,10,037,28,31,30,071,19*73::$GPVTG,249.9,T,249.9,M,59.3,N,109.8,K,D*19::$GLGSV,1,1,0,*79";22250007;2017-01-15 17:55:40:738
9.9844;-1.4796;0.9798;9.6358;-1.4676;1.0807;0.3486;-0.012;-0.1009;0.0264;-0.0631;0.0673;0.0;1.53;15.27;26.38;58.72;8.61;-83.6;3.1;999.17;80.4;21.0;71.329;39.951187;-83.016655;616.13;696.743342922567;;117.9;29.032257;253.0;10 / 10;"$GPRMC,225550,A,3957.071327,N,08300.999224,W,63.7,253.0,150117,0.0,E,D*32::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225550,3957.071327,N,08300.999224,W,2,11,0.8,222.0,M,-31.0,M,,*7D::$GPGSV,3,3,10,29,10,037,24,31,30,071,16*70::$GPVTG,253.0,T,253.0,M,63.7,N,117.9,K,D*1A::$GLGSV,1,1,0,*79";22260008;2017-01-15 17:55:50:739
10.079;-1.3425;0.6476;9.6981;-1.2063;0.8141;0.3809;-0.1362;-0.1665;0.0402;-0.0322;0.0871;0.0;10.6;12.65;33.81;64.08;7.04;-85.18;3.1;999.76;80.5;21.0;71.243;39.950405;-83.020454;609.68;741.3476671373472;;122.4;35.48387;256.3;10 / 10;"$GPRMC,225600,A,3957.024299,N,08301.227227,W,66.1,256.3,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,225600,3957.024299,N,08301.227227,W,2,11,0.9,220.0,M,-31.0,M,,*70::$GPGSV,3,3,10,29,10,037,19,31,30,071,22*79::$GPVTG,256.3,T,256.3,M,66.1,N,122.4,K,D*12::$GLGSV,1,1,0,*79";22270008;2017-01-15 17:56:00:739
9.6067;-1.1259;0.7332;9.7099;-1.2055;0.6589;-0.1032;0.0796;0.0743;0.0411;-0.0258;0.0673;0.0;11.89;14.99;28.85;57.61;7.05;-86.14;3.1;1000.01;80.5;21.1;70.621;39.94965;-83.02472;587.1;741.3476671373472;;120.6;35.48387;255.8;10 / 10;"$GPRMC,225611,A,3956.978965,N,08301.482974,W,65.1,255.8,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225611,3956.978965,N,08301.482974,W,2,11,0.8,213.0,M,-31.0,M,,*7C::$GPGSV,3,3,10,29,09,036,13,31,29,073,18*79::$GPVTG,255.8,T,255.8,M,65.1,N,120.6,K,D*11::$GLGSV,1,1,0,*79";22280007;2017-01-15 17:56:10:738
9.3057;-1.1558;0.9325;9.7092;-1.0157;0.9333;-0.4035;-0.1401;-8.0E-4;0.0405;-0.06;0.0551;0.0;6.19;18.64;32.19;64.59;5.95;-84.51;3.1;999.99;80.5;21.1;71.629;39.94893;-83.02803;574.19;716.5979912467093;;117.9;35.48387;253.0;10 / 10;"$GPRMC,225620,A,3956.935765,N,08301.681922,W,63.7,253.0,150117,0.0,E,D*36::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225620,3956.935765,N,08301.681922,W,2,11,0.8,209.0,M,-31.0,M,,*70::$GPGSV,3,3,10,29,09,036,22,31,29,073,22*72::$GPVTG,253.0,T,253.0,M,63.7,N,117.9,K,D*1A::$GLGSV,1,1,0,*79";22290007;2017-01-15 17:56:20:738
11.1707;-1.3132;3.2711;9.595;-1.5554;1.2989;1.5758;0.2422;1.9722;0.0234;-0.0469;0.1653;0.0;16.51;25.86;22.74;35.43;9.13;-82.29;3.1;999.66;80.3;21.1;71.881;39.94799;-83.03153;600.0;716.5979912467093;;112.5;35.48387;252.9;10 / 10;"$GPRMC,225630,A,3956.879631,N,08301.892146,W,60.7,252.9,150117,0.0,E,D*33::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225630,3956.879631,N,08301.892146,W,2,11,0.8,217.0,M,-31.0,M,,*71::$GPGSV,3,3,10,29,09,036,26,31,29,073,19*7E::$GPVTG,252.9,T,252.9,M,60.7,N,112.5,K,D*10::$GLGSV,1,1,0,*79";22300008;2017-01-15 17:56:30:739
11.4407;-1.6885;1.5772;9.5555;-1.6509;1.4622;1.8852;-0.0376;0.115;0.0078;-0.0594;0.0233;0.0;21.02;5.49;31.25;69.46;9.86;-81.21;3.1;998.8;80.4;21.1;71.912;39.947903;-83.035126;622.58;731.8079702724532;;111.6;29.032257;281.6;10 / 10;"$GPRMC,225640,A,3956.874174,N,08302.107860,W,60.3,281.6,150117,0.0,E,D*31::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225640,3956.874174,N,08302.107860,W,2,11,0.8,224.0,M,-31.0,M,,*76::$GPGSV,3,2,10,22,24,217,29,23,55,306,30,26,64,052,18,27,18,157,23*71::$GPVTG,281.6,T,281.6,M,60.3,N,111.6,K,D*14::$GLGSV,1,1,0,*79";22310010;2017-01-15 17:56:40:741
9.6702;-1.2348;2.1488;9.5115;-1.1298;2.1037;0.1587;-0.105;0.0451;-0.0233;-0.0506;0.0554;0.0;8.91;-1.42;28.49;88.39;6.62;-77.53;3.1;998.89;80.3;21.1;70.159;39.949257;-83.03833;632.26;731.8079702724532;;113.4;32.258064;311.4;10 / 10;"$GPRMC,225651,A,3956.967481,N,08302.316542,W,62.2,312.7,150117,0.0,E,D*3B::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225651,3956.967481,N,08302.316542,W,2,11,0.8,226.0,M,-31.0,M,,*77::$GPGSV,3,3,10,29,09,036,21,31,29,073,23*70::$GPVTG,312.7,T,312.7,M,62.2,N,115.2,K,D*17::$GLGSV,1,1,0,*79";22320008;2017-01-15 17:56:50:739
9.4104;-1.0882;1.2061;9.7255;-0.9163;0.8635;-0.3151;-0.1718;0.3426;0.0179;-0.0319;0.0551;0.0;18.42;-4.18;16.57;99.32;5.34;-84.94;3.1;999.5;80.4;21.1;71.299;39.951714;-83.04038;629.03;740.1391287496833;;117.0;32.258064;331.0;10 / 10;"$GPRMC,225700,A,3957.102595,N,08302.422910,W,63.2,331.0,150117,0.0,E,D*3C::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225700,3957.102595,N,08302.422910,W,2,11,0.8,226.0,M,-31.0,M,,*77::$GPGSV,3,3,10,31,29,073,19,29,09,036,*7A::$GPVTG,331.0,T,331.0,M,63.2,N,117.0,K,D*16::$GLGSV,1,1,0,*79";22330007;2017-01-15 17:57:00:738
9.642;-1.2312;0.914;9.6843;-1.328;0.7875;-0.0423;0.0968;0.1264;0.046;-0.049;0.0548;0.0;16.36;-2.57;23.97;91.39;7.78;-85.35;3.1;999.78;80.3;21.1;70.408;39.95421;-83.04221;619.35;740.1391287496833;;113.4;35.48387;328.5;10 / 10;"$GPRMC,225710,A,3957.252544,N,08302.532801,W,61.2,328.5,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225710,3957.252544,N,08302.532801,W,2,11,0.8,223.0,M,-31.0,M,,*78::$GPGSV,3,2,10,22,24,217,20,23,55,306,30,26,64,052,22,27,18,157,20*72::$GPVTG,328.5,T,328.5,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,0,*79";22340008;2017-01-15 17:57:10:739
9.4314;-1.3719;1.0534;9.6973;-1.2054;0.8244;-0.2659;-0.1665;0.229;0.0347;-0.0509;0.0651;0.0;8.96;-2.21;28.79;91.18;7.06;-85.14;3.1;999.71;80.3;21.1;70.762;39.956505;-83.044304;632.26;740.1391287496833;;108.9;32.258064;323.2;10 / 10;"$GPRMC,225720,A,3957.390242,N,08302.658501,W,58.8,323.2,150117,0.0,E,D*3A::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225720,3957.390242,N,08302.658501,W,2,11,0.8,227.0,M,-31.0,M,,*73::$GPGSV,3,3,10,29,09,036,24,31,29,073,28*7E::$GPVTG,323.2,T,323.2,M,58.8,N,108.9,K,D*13::$GLGSV,1,1,0,*79";22350008;2017-01-15 17:57:20:739
9.5187;-1.3994;0.5728;9.6966;-1.2332;0.7912;-0.1778;-0.1662;-0.2184;0.0438;-0.0499;0.0624;0.0;10.77;-0.53;21.05;88.35;7.2;-85.31;3.1;999.85;80.4;21.1;70.467;39.958683;-83.04664;635.48;737.9893816991716;;111.6;35.48387;318.4;10 / 10;"$GPRMC,225730,A,3957.521056,N,08302.798181,W,60.3,318.4,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225730,3957.521056,N,08302.798181,W,2,11,0.8,228.0,M,-31.0,M,,*77::$GPGSV,3,3,10,31,29,073,27,29,09,036,*77::$GPVTG,318.4,T,318.4,M,60.3,N,111.6,K,D*14::$GLGSV,1,1,0,*79";22360007;2017-01-15 17:57:30:738
9.5409;-1.6574;0.4699;9.6162;-1.7368;0.8266;-0.0753;0.0794;-0.3567;0.0457;-0.0273;0.0682;0.0;10.66;1.38;22.82;81.17;10.2;-85.08;3.1;999.22;80.1;21.2;71.585;39.960743;-83.0492;625.81;737.9893816991716;;116.1;29.032257;314.0;10 / 10;"$GPRMC,225740,A,3957.644571,N,08302.951953,W,62.7,314.0,150117,0.0,E,D*3A::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225740,3957.644571,N,08302.951953,W,2,11,0.8,225.0,M,-31.0,M,,*71::$GPGSV,3,3,10,29,09,036,16,31,29,073,25*72::$GPVTG,314.0,T,314.0,M,62.7,N,116.1,K,D*12::$GLGSV,1,1,0,*79";22370013;2017-01-15 17:57:40:744
10.325;-0.832;0.7332;9.6851;-1.2297;0.9258;0.6399;0.3977;-0.1926;0.035;-0.0441;0.0575;0.0;53.88;-8.35;48.5;90.9;7.21;-84.52;3.1;998.19;80.5;21.2;73.093;39.962696;-83.05201;651.61;750.6850647893353;;115.2;29.032257;312.3;10 / 10;"$GPRMC,225751,A,3957.773243,N,08303.136846,W,61.2,311.9,150117,0.0,E,D*3E::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,225751,3957.773243,N,08303.136846,W,2,11,0.9,234.0,M,-31.0,M,,*7E::$GPGSV,3,3,10,31,29,073,28,09,16,312,*71::$GPVTG,311.9,T,311.9,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,0,*79";22380007;2017-01-15 17:57:50:738
10.2053;-1.5437;-0.0539;9.7159;-1.2747;0.3819;-0.2321;0.2651;-0.0877;0.0564;-0.0307;0.0712;0.0;11.19;1.65;25.22;81.8;7.47;-87.75;3.1;998.02;80.4;21.1;71.261;39.964497;-83.05478;654.84;750.6850647893353;;110.7;29.032257;306.5;10 / 10;"$GPRMC,225800,A,3957.869855,N,08303.286419,W,59.8,306.5,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225800,3957.869855,N,08303.286419,W,2,11,0.8,234.0,M,-31.0,M,,*73::$GPGSV,3,3,10,29,09,036,20,31,29,073,20*72::$GPVTG,306.5,T,306.5,M,59.8,N,110.7,K,D*15::$GLGSV,1,1,0,*79";22390007;2017-01-15 17:58:00:738
10.307;-1.0289;1.2677;9.6904;-1.1523;0.9684;0.6166;0.1234;0.2993;0.0099;-0.0261;0.0523;0.0;13.06;2.96;27.84;79.33;6.77;-84.32;3.1;998.77;80.3;21.1;69.065;39.965916;-83.057816;641.94;779.2272603707771;;108.9;29.032257;298.8;10 / 10;"$GPRMC,225810,A,3957.954979,N,08303.469161,W,58.8,298.8,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225810,3957.954979,N,08303.469161,W,2,11,0.8,230.0,M,-31.0,M,,*7B::$GPGSV,3,3,10,29,09,036,17,31,29,073,25*73::$GPVTG,298.8,T,298.8,M,58.8,N,108.9,K,D*13::$GLGSV,1,1,0,*79";22400007;2017-01-15 17:58:10:738
9.7378;-0.9499;0.0269;9.7642;-0.8834;0.2236;-0.0264;-0.0665;-0.1966;0.0729;-0.0328;0.0728;0.0;11.6;1.19;16.81;82.8;5.17;-88.69;3.1;999.6;80.3;21.2;70.983;39.96772;-83.06092;629.03;779.2272603707771;;108.0;38.709675;311.8;10 / 10;"$GPRMC,225820,A,3958.052257,N,08303.639346,W,58.8,311.9,150117,0.0,E,D*3A::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225820,3958.052257,N,08303.639346,W,2,11,0.8,226.0,M,-31.0,M,,*78::$GPGSV,3,3,10,29,09,036,17,31,29,073,17*72::$GPVTG,311.8,T,311.8,M,58.3,N,108.0,K,D*11::$GLGSV,1,1,0,*79";22410008;2017-01-15 17:58:20:739
10.1484;-1.9698;0.9421;9.6086;-1.7115;0.9574;0.5399;-0.2583;-0.0153;0.0365;-0.0393;0.0633;0.0;11.86;8.34;28.45;68.63;10.05;-84.35;3.1;999.71;80.3;21.2;72.069;39.968605;-83.063774;603.23;734.9185503296746;;107.1;32.258064;282.6;10 / 10;"$GPRMC,225830,A,3958.116281,N,08303.826534,W,57.8,282.6,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,225830,3958.116281,N,08303.826534,W,2,11,0.9,218.0,M,-31.0,M,,*7C::$GPGSV,3,3,10,29,09,036,17,31,29,073,21*77::$GPVTG,282.6,T,282.6,M,57.8,N,107.1,K,D*1B::$GLGSV,1,1,0,*79";22420007;2017-01-15 17:58:30:738
